time,ue[0]_x,ue[0]_y,ue[0]_z,ue[1]_x,ue[1]_y,ue[1]_z,ue[2]_x,ue[2]_y,ue[2]_z,ue[3]_x,ue[3]_y,ue[3]_z,gnb_x,gnb_y,gnb_z
0.129	904.863	688.052	0	923.712	641.741	0	951.174	706.901	0	858.552	669.203	0	726	277	0
0.13	904.901	687.959	0	923.75	641.648	0	951.212	706.808	0	858.59	669.11	0	726	277	0
0.131	904.938	687.866	0	923.787	641.555	0	951.25	706.715	0	858.627	669.018	0	726	277	0
0.132	904.976	687.774	0	923.825	641.463	0	951.287	706.623	0	858.665	668.925	0	726	277	0
0.133	905.014	687.681	0	923.863	641.37	0	951.325	706.53	0	858.703	668.832	0	726	277	0
0.134	905.052	687.589	0	923.9	641.278	0	951.363	706.438	0	858.74	668.74	0	726	277	0
0.135	905.089	687.496	0	923.938	641.185	0	951.4	706.345	0	858.778	668.647	0	726	277	0
0.136	905.127	687.403	0	923.976	641.092	0	951.438	706.252	0	858.816	668.554	0	726	277	0
0.137	905.165	687.311	0	924.014	641	0	951.476	706.16	0	858.854	668.462	0	726	277	0
0.138	905.202	687.218	0	924.051	640.907	0	951.513	706.067	0	858.891	668.369	0	726	277	0
0.139	905.24	687.126	0	924.089	640.814	0	951.551	705.974	0	858.929	668.277	0	726	277	0
0.14	905.278	687.033	0	924.127	640.722	0	951.589	705.882	0	858.967	668.184	0	726	277	0
0.141	905.315	686.94	0	924.164	640.629	0	951.626	705.789	0	859.004	668.091	0	726	277	0
0.142	905.353	686.848	0	924.202	640.537	0	951.664	705.697	0	859.042	667.999	0	726	277	0
0.143	905.391	686.755	0	924.24	640.444	0	951.702	705.604	0	859.08	667.906	0	726	277	0
0.144	905.428	686.662	0	924.277	640.351	0	951.74	705.511	0	859.117	667.813	0	726	277	0
0.145	905.466	686.57	0	924.315	640.259	0	951.777	705.419	0	859.155	667.721	0	726	277	0
0.146	905.504	686.477	0	924.353	640.166	0	951.815	705.326	0	859.193	667.628	0	726	277	0
0.147	905.542	686.385	0	924.391	640.073	0	951.853	705.233	0	859.23	667.536	0	726	277	0
0.148	905.579	686.292	0	924.428	639.981	0	951.89	705.141	0	859.268	667.443	0	726	277	0
0.149	905.617	686.199	0	924.466	639.888	0	951.928	705.048	0	859.306	667.35	0	726	277	0
0.15	905.655	686.107	0	924.504	639.796	0	951.966	704.956	0	859.344	667.258	0	726	277	0
0.151	905.692	686.014	0	924.541	639.703	0	952.003	704.863	0	859.381	667.165	0	726	277	0
0.152	905.73	685.921	0	924.579	639.61	0	952.041	704.77	0	859.419	667.072	0	726	277	0
0.153	905.768	685.829	0	924.617	639.518	0	952.079	704.678	0	859.457	666.98	0	726	277	0
0.154	905.805	685.736	0	924.654	639.425	0	952.117	704.585	0	859.494	666.887	0	726	277	0
